Title,Subtitle,CELEX number,Initiating document,Procedure reference,Initial reference,Adopted acts,Current consolidated version,Latest consolidated version,Procedure status,LP_Legal basis,ELI,Form,EUROVOC descriptor,ECLI identifier,Subject matter,Directory code,Case-Law directory code (before Lisbon),Case-Law directory code (after Lisbon),Legal basis,Transposed legal act(s),Rectified by,Type of procedure,Collection of the document,Date of document,Date of publication,Author,Date of effect,Date of end of validity,Date of transposition,Applicant/Appellant,Defendant/Other parties to the proceedings,In force indicator,Number of pages,Publication Reference,Document URL,,,,,,,,,
Commission Delegated Regulation (EU) 2021/1722 of 18 June 2021 supplementing Directive (EU) 2015/2366 of the European Parliament and of the Council with regard to regulatory technical standards specifying the framework for cooperation and the exchange of information between competent authorities of the home and the host Member States in the context of supervision of payment institutions and electronic money institutions exercising cross-border provision of payment services (Text with EEA relevance),C/2021/4273,32021R1722,,,,,,,,,http://data.europa.eu/eli/reg_del/2021/1722/oj,Delegated regulation,"exchange of information, technical standard, financial institution, banking supervision, electronic banking, intra-EU payment, financial legislation, payment, electronic money, financial services",,"Internal market - Principles, Freedom of establishment, Free movement of capital","Economic and monetary policy and free movement of capital, Right of establishment and freedom to provide services, Free movement of capital, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32015L2366,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",18/07/2021,28/09/2021,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",18/10/2021,No end date,,,,TRUE,30,"OJ L 343, , p. 1–30
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202101722,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202101722,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202101722,202101722,2021R1722,32021R1722,10
Commission Delegated Regulation (EU) 2020/1732 of 18 September 2020 supplementing Regulation (EU) 2017/2402 of the European Parliament and of the Council with regard to fees charged by the European Securities and Markets Authority to securitisation repositories (Text with EEA relevance),C/2020/6281,32020R1732,,,,,01/01/2025,01/01/2025,,,http://data.europa.eu/eli/reg_del/2020/1732/oj,Delegated regulation,"European Securities and Markets Authority, investment company, banking, financial market, investment, credit institution, capital market, financial legislation, credit",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",18/09/2020,20/11/2020,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",10/12/2020,No end date,,,,TRUE,6,"OJ L 390, , p. 1–6
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001732,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001732,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001732,202001732,2020R1732,32020R1732,10
Commission Delegated Regulation (EU) 2020/1423 of 14 March 2019 on supplementing Directive (EU) 2015/2366 of the European Parliament and of the Council with regard to regulatory technical standards on the criteria for appointing central contact points within the field of payment services and on the functions of those central contact points (Text with EEA relevance),C/2019/1997,32020R1423,,,,,,,,,http://data.europa.eu/eli/reg_del/2020/1423/oj,Delegated regulation,"technical standard, financial institution, single market, electronic banking, service, intra-EU payment, financial legislation, payment, financial services, electronic money",,"Internal market - Principles, Freedom of establishment, Free movement of capital","Right of establishment and freedom to provide services, Economic and monetary policy and free movement of capital, Sectoral application, Free movement of capital, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32015L2366,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",14/03/2019,09/10/2020,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",29/10/2020,No end date,,,,TRUE,3,"OJ L 328, , p. 1–3
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001423,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001423,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001423,202001423,2020R1423,32020R1423,10
Commission Delegated Regulation (EU) 2020/1230 of 29 November 2019 supplementing Regulation (EU) 2017/2402 of the European Parliament and of the Council with regard to regulatory technical standards specifying the details of the application for registration of a securitisation repository and the details of the simplified application for an extension of registration of a trade repository (Text with EEA relevance),C/2019/8882,32020R1230,,,,,,,,,http://data.europa.eu/eli/reg_del/2020/1230/oj,Delegated regulation,"technical standard, financial institution, investment, banking, financial market, trade information, disclosure of information, capital market, credit, financial legislation",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",29/11/2019,03/09/2020,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",23/09/2020,No end date,,,,TRUE,19,"OJ L 289, , p. 345–363
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001230,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001230,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001230,202001230,2020R1230,32020R1230,10
"Commission Implementing Regulation (EU) 2020/1225 of 29 October 2019 laying down implementing technical standards with regard to the format and standardised templates for making available the information and details of a securitisation by the originator, sponsor and SSPE (Text with EEA relevance)",C/2019/7624,32020R1225,,,,,,,,,http://data.europa.eu/eli/reg_impl/2020/1225/oj,Implementing regulation,"financial legislation, credit, capital market, disclosure of information, financial market, banking, investment, credit institution, technical standard, investment company",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",29/10/2019,03/09/2020,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",23/09/2020,No end date,,,,TRUE,68,"OJ L 289, , p. 217–284
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001225,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001225,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001225,202001225,2020R1225,32020R1225,10
Commission Implementing Regulation (EU) 2020/1228 of 29 November 2019 laying down implementing technical standards with regard to the format of applications for registration as a securitisation repository or for extension of a registration of a trade repository pursuant to Regulation (EU) 2017/2402 of the European Parliament and of the Council (Text with EEA relevance),C/2019/8880,32020R1228,,,,,,,,,http://data.europa.eu/eli/reg_impl/2020/1228/oj,Implementing regulation,"capital market, credit, financial legislation, disclosure of information, trade information, financial institution, investment, banking, financial market, technical standard",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",29/11/2019,03/09/2020,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",23/09/2020,No end date,,,,TRUE,5,"OJ L 289, , p. 330–334
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001228,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001228,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001228,202001228,2020R1228,32020R1228,10
"Commission Delegated Regulation (EU) 2020/1224 of 16 October 2019 supplementing Regulation (EU) 2017/2402 of the European Parliament and of the Council with regard to regulatory technical standards specifying the information and the details of a securitisation to be made available by the originator, sponsor and SSPE (Text with EEA relevance)",C/2019/7334,32020R1224,,,,,,,,,http://data.europa.eu/eli/reg_del/2020/1224/oj,Delegated regulation,"capital market, disclosure of information, banking, investment company, financial legislation, credit, investment, financial market, technical standard, credit institution",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",16/10/2019,03/09/2020,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",23/09/2020,No end date,,,,TRUE,216,"OJ L 289, , p. 1–216
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001224,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001224,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001224,202001224,2020R1224,32020R1224,10
Commission Implementing Regulation (EU) 2020/1227 of 12 November 2019 laying down implementing technical standards with regard to templates for the provision of information in accordance with the STS notification requirements (Text with EEA relevance),C/2019/8011,32020R1227,,,,,02/11/2022,02/11/2022,,,http://data.europa.eu/eli/reg_impl/2020/1227/oj,Implementing regulation,"disclosure of information, capital market, credit, financial legislation, investment company, credit institution, technical standard, banking, financial market, investment",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",12/11/2019,03/09/2020,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",23/09/2020,No end date,,,,TRUE,15,"OJ L 289, , p. 315–329
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001227,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001227,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001227,202001227,2020R1227,32020R1227,10
Commission Delegated Regulation (EU) 2020/1226 of 12 November 2019 supplementing Regulation (EU) 2017/2402 of the European Parliament and of the Council and laying down regulatory technical standards specifying the information to be provided in accordance with the STS notification requirements (Text with EEA relevance),C/2019/8008,32020R1226,,,,,15/08/2022,15/08/2022,,,http://data.europa.eu/eli/reg_del/2020/1226/oj,Delegated regulation,"disclosure of information, financial legislation, credit, capital market, investment company, technical standard, credit institution, investment, financial market, banking",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",12/11/2019,03/09/2020,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",23/09/2020,No end date,,,,TRUE,30,"OJ L 289, , p. 285–314
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001226,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001226,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202001226,202001226,2020R1226,32020R1226,10
Commission Delegated Regulation (EU) 2019/1851 of 28 May 2019 supplementing Regulation (EU) 2017/2402 of the European Parliament and of the Council with regard to regulatory technical standards on the homogeneity of the underlying exposures in securitisation (Text with EEA relevance),C/2019/3785,32019R1851,,,,,06/03/2024,06/03/2024,,,http://data.europa.eu/eli/reg_del/2019/1851/oj,Delegated regulation,"capital market, credit, financial legislation, financial risk, investment company, banking, investment, credit institution, technical standard",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",28/05/2019,06/11/2019,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",26/11/2019,No end date,,,,TRUE,5,"OJ L 285, , p. 1–5
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201901851,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201901851,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201901851,201901851,2019R1851,32019R1851,10
Commission Delegated Regulation (EU) 2019/885 of 5 February 2019 supplementing Regulation (EU) 2017/2402 of the European Parliament and of the Council with regard to regulatory technical standards specifying information to be provided to a competent authority in an application for authorisation of a third party assessing STS compliance (Text with EEA relevance.),C/2019/740,32019R0885,,,,,,,,,http://data.europa.eu/eli/reg_del/2019/885/oj,Delegated regulation,"disclosure of information, capital market, financial legislation, credit, technical standard, credit institution, investment, banking, financial market, investment company",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R2402,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",05/02/2019,29/05/2019,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",18/06/2019,No end date,,,,TRUE,9,"OJ L 142, , p. 1–8
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201900885,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201900885,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201900885,201900885,2019R0885,32019R0885,10
Regulation (EU) 2019/630 of the European Parliament and of the Council of 17 April 2019 amending Regulation (EU) No 575/2013 as regards minimum loss coverage for non-performing exposures (Text with EEA relevance.),PE/2/2019/REV/1,32019R0630,,,,,25/04/2019,25/04/2019,,,http://data.europa.eu/eli/reg/2019/630/oj,Regulation,"financial institution, loan, credit policy, financial risk, banking supervision, financial solvency, EU banking union, banking system, capital market, action programme",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",17/04/2019,25/04/2019,"European Parliament, Council of the European Union",26/04/2019,No end date,,,,TRUE,9,"OJ L 111, , p. 4–12
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201900630,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201900630,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201900630,201900630,2019R0630,32019R0630,10
"Commission Implementing Regulation (EU) 2019/410 of 29 November 2018 laying down implementing technical standards with regard to the details and structure of the information to be notified, in the field of payment services, by competent authorities to the European Banking Authority pursuant to Directive (EU) 2015/2366 of the European Parliament and of the Council (Text with EEA relevance.)",C/2018/7664,32019R0410,,,,,,,,,http://data.europa.eu/eli/reg_impl/2019/410/oj,Implementing regulation,"electronic banking, intra-EU payment, payment, financial legislation, financial services, electronic money, European Banking Authority, exchange of information, technical standard, financial institution",,"Internal market - Principles, Free movement of capital, Freedom of establishment","Right of establishment and freedom to provide services, Economic and monetary policy and free movement of capital, Sectoral application, Free movement of capital, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32015L2366,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",29/11/2018,15/03/2019,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",04/04/2019,No end date,,,,TRUE,64,"OJ L 73, , p. 20–83
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201900410,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201900410,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201900410,201900410,2019R0410,32019R0410,10
Commission Delegated Regulation (EU) 2018/1108 of 7 May 2018 supplementing Directive (EU) 2015/849 of the European Parliament and of the Council with regulatory technical standards on the criteria for the appointment of central contact points for electronic money issuers and payment service providers and with rules on their functions (Text with EEA relevance.),C/2018/2716,32018R1108,,,,,,,,,http://data.europa.eu/eli/reg_del/2018/1108/oj,Delegated regulation,"issuing of currency, technical standard, economic offence, financial institution, money laundering, terrorism, fight against crime, banking supervision, financial services, electronic money",,"Economic and Monetary Union, Internal market - Principles, Justice and home affairs","Taxation, Prevention of tax evasion and avoidance",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32015L0849,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",07/05/2018,10/08/2018,"Directorate-General for Justice and Consumers, European Commission",30/08/2018,No end date,,,,TRUE,5,"OJ L 203, , p. 2–6
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201801108,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201801108,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201801108,201801108,2018R1108,32018R1108,10
"Commission Delegated Regulation (EU) 2018/990 of 10 April 2018 amending and supplementing Regulation (EU) 2017/1131 of the European Parliament and of the Council with regard to simple, transparent and standardised (STS) securitisations and asset-backed commercial papers (ABCPs), requirements for assets received as part of reverse repurchase agreements and credit quality assessment methodologies (Text with EEA relevance.)",C/2018/2080,32018R0990,,,,,12/09/2021,12/09/2021,,,http://data.europa.eu/eli/reg_del/2018/990/oj,Delegated regulation,"financial legislation, credit, short-term financing, banking system, money market, credit institution, financing method, financial instrument, investment company",,"Freedom of establishment, Right of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R1131,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",10/04/2018,13/07/2018,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","2018-07-21, 2019-01-01, 2018-08-02",No end date,,,,TRUE,8,"OJ L 177, , p. 1–8
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201800990,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201800990,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201800990,201800990,2018R0990,32018R0990,10
"Commission Delegated Regulation (EU) 2018/480 of 4 December 2017 supplementing Regulation (EU) 2015/760 of the European Parliament and of the Council with regard to regulatory technical standards on financial derivative instruments solely serving hedging purposes, sufficient length of the life of the European long-term investment funds, assessment criteria for the market for potential buyers and valuation of the assets to be divested, and the types and characteristics of the facilities available to retail investors (Text with EEA relevance. )",C/2017/7967,32018R0480,,,,,,,,,http://data.europa.eu/eli/reg_del/2018/480/oj,Delegated regulation,"financial derivative, technical standard, hedge funds, financial services, financial legislation, long-term financing",,"Investments, Financial provisions","General, financial and institutional matters, Financial and budgetary provisions",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32015R0760,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",04/12/2017,23/03/2018,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",12/04/2018,No end date,,,,TRUE,5,"OJ L 81, , p. 1–5
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201800480,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201800480,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201800480,201800480,2018R0480,32018R0480,10
Commission Delegated Regulation (EU) 2018/405 of 21 November 2017 correcting certain language versions of Regulation (EU) No 575/2013 of the European Parliament and of the Council on prudential requirements for credit institutions and investment firms and amending Regulation (EU) No 648/2012 (Text with EEA relevance. ),C/2017/7610,32018R0405,,,,,,,,,http://data.europa.eu/eli/reg_del/2018/405/oj,Delegated regulation,"trade information, banking policy, investment company, credit institution, market supervision, financial control, private-sector liquidity, financial legislation",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",21/11/2017,16/03/2018,"Directorate-General for Translation, European Commission","2018-03-17, 2015-01-18",No end date,,,,TRUE,2,"OJ L 74, , p. 3–4
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201800405,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201800405,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201800405,201800405,2018R0405,32018R0405,10
Commission Delegated Regulation (EU) 2018/171 of 19 October 2017 on supplementing Regulation (EU) No 575/2013 of the European Parliament and of the Council with regard to regulatory technical standards for the materiality threshold for credit obligations past due (Text with EEA relevance. ),C/2017/6940,32018R0171,,,,,,,,,http://data.europa.eu/eli/reg_del/2018/171/oj,Delegated regulation,"investment company, banking policy, credit institution, technical standard, financial control, market supervision, financial legislation, financial requirements",,Freedom of establishment,"Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",19/10/2017,06/02/2018,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission","2018-02-26, 2018-05-07",No end date,,,,TRUE,5,"OJ L 32, , p. 1–5
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201800171,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201800171,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201800171,201800171,2018R0171,32018R0171,10
Commission Delegated Regulation (EU) 2016/709 of 26 January 2016 supplementing Regulation (EU) No 575/2013 of the European Parliament and of the Council with regard to regulatory technical standards specifying the conditions for the application of the derogations concerning currencies with constraints on the availability of liquid assets (Text with EEA relevance),C/2016/0270,32016R0709,,,,,,,,,http://data.europa.eu/eli/reg_del/2016/709/oj,Delegated regulation,"credit institution, technical standard, liquidity control, money, central bank, banking supervision, credit, private-sector liquidity",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",26/01/2016,13/05/2016,European Commission,02/06/2016,No end date,,,,TRUE,5,"OJ L 125, , p. 1–5
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201600709,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201600709,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201600709,201600709,2016R0709,32016R0709,10
