Title,Subtitle,CELEX number,Initiating document,Procedure reference,Initial reference,Adopted acts,Current consolidated version,Latest consolidated version,Procedure status,LP_Legal basis,ELI,Form,EUROVOC descriptor,ECLI identifier,Subject matter,Directory code,Case-Law directory code (before Lisbon),Case-Law directory code (after Lisbon),Legal basis,Transposed legal act(s),Rectified by,Type of procedure,Collection of the document,Date of document,Date of publication,Author,Date of effect,Date of end of validity,Date of transposition,Applicant/Appellant,Defendant/Other parties to the proceedings,In force indicator,Number of pages,Publication Reference,Document URL,,,,,,,,,
"Regulation (EU) 2017/2402 of the European Parliament and of the Council of 12 December 2017 laying down a general framework for securitisation and creating a specific framework for simple, transparent and standardised securitisation, and amending Directives 2009/65/EC, 2009/138/EC and 2011/61/EU and Regulations (EC) No 1060/2009 and (EU) No 648/2012",,32017R2402,,,,,09/04/2021,09/04/2021,,,http://data.europa.eu/eli/reg/2017/2402/oj,Regulation,"banking, capital market, investment, credit, investment company, credit institution, financial market, financial legislation",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",12/12/2017,28/12/2017,"Council of the European Union, European Parliament","2019-01-01, 2018-01-17",No end date,,,,TRUE,46,"OJ L 347, , p. 35–80
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201702402,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201702402,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201702402,201702402,2017R2402,32017R2402,10
Regulation (EU) 2017/1131 of the European Parliament and of the Council of 14 June 2017 on money market funds (Text with EEA relevance. ),,32017R1131,,,,,24/12/2024,24/12/2024,,,http://data.europa.eu/eli/reg/2017/1131/oj,Regulation,"financing method, financial instrument, financial legislation, money market, banking system, investment company, short-term financing",,"Freedom of establishment, Right of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",14/06/2017,30/06/2017,"European Parliament, Council of the European Union","2017-07-20, 2018-07-21",No end date,,,,TRUE,38,"OJ L 169, , p. 8–45
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201701131,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201701131,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201701131,201701131,2017R1131,32017R1131,10
Regulation (EU) 2015/2365 of the European Parliament and of the Council of 25 November 2015 on transparency of securities financing transactions and of reuse and amending Regulation (EU) No 648/2012 (Text with EEA relevance),,32015R2365,,,,,09/01/2024,09/01/2024,,,http://data.europa.eu/eli/reg/2015/2365/oj,Regulation,"investment company, mortgage, financial legislation, administrative transparency, trade information, financial transaction, financial control, securities",,"Free movement of capital, Freedom of establishment","Right of establishment and freedom to provide services, Right of establishment and freedom to provide services, Sectoral application, Sectoral application, Service activities, Service activities, Banks, Stock exchanges and other securities markets",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E114,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",25/11/2015,23/12/2015,"Council of the European Union, European Parliament","2020-10-11, 2017-01-13, 2021-01-11, 2016-01-12, 2020-07-11, 2016-07-13, 2017-07-13, 2020-04-11",No end date,,,,TRUE,34,"OJ L 337, , p. 1–34
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201502365,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201502365,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201502365,201502365,2015R2365,32015R2365,10
Regulation (EU) 2015/760 of the European Parliament and of the Council of 29 April 2015 on European long-term investment funds (Text with EEA relevance),,32015R0760,,,,,10/01/2024,10/01/2024,,,http://data.europa.eu/eli/reg/2015/760/oj,Regulation,"investment, financial instrument, revenue, securities, exchange of information, EU market, official market, investment company, long-term forecast, long-term financing, issue of securities",,"Financial provisions, Investments","General, financial and institutional matters, Financial and budgetary provisions",,,"https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52013IR6862, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52013PC0462, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52013AE5189",,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",29/04/2015,19/05/2015,"European Parliament, Council of the European Union","2015-06-08, 2015-12-09",No end date,,,,TRUE,24,"OJ L 123, , p. 98–121
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201500760,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201500760,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201500760,201500760,2015R0760,32015R0760,10
Regulation (EU) 2015/751 of the European Parliament and of the Council of 29 April 2015 on interchange fees for card-based payment transactions (Text with EEA relevance),,32015R0751,,,,,,,,,http://data.europa.eu/eli/reg/2015/751/oj,Regulation,"bank charges, electronic money, financial legislation, intra-EU payment, consumer information, single market, financial services",,Freedom of establishment,"Right of establishment and freedom to provide services, Sectoral application, Service activities",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E114,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",29/04/2015,19/05/2015,"European Parliament, Council of the European Union","2016-06-09, 2015-06-08, 2015-12-09",No end date,,,,TRUE,15,"OJ L 123, , p. 1–15
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201500751,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201500751,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201500751,201500751,2015R0751,32015R0751,10
Regulation (EU) No 909/2014 of the European Parliament and of the Council of 23 July 2014 on improving securities settlement in the European Union and on central securities depositories and amending Directives 98/26/EC and 2014/65/EU and Regulation (EU) No 236/2012  Text with EEA relevance,,32014R0909,,,,,17/01/2025,17/01/2025,,,http://data.europa.eu/eli/reg/2014/909/oj,Regulation,"sales agent, financial instrument, financial legislation, liquidity control, financial institution, financial control, securities, financial transaction",,"Financial provisions, Economic policy","Economic and monetary policy and free movement of capital, Economic policy, Institutional economic provisions",,,"https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E294, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E114",,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",23/07/2014,28/08/2014,"European Parliament, Council of the European Union","2015-01-01, 2023-01-01, 2014-09-17",No end date,,,,TRUE,72,"OJ L 257, , p. 1–72
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201400909,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201400909,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201400909,201400909,2014R0909,32014R0909,10
Regulation (EU) No 806/2014 of the European Parliament and of the Council of 15 July 2014 establishing uniform rules and a uniform procedure for the resolution of credit institutions and certain investment firms in the framework of a Single Resolution Mechanism and a Single Resolution Fund and amending Regulation (EU) No 1093/2010,,32014R0806,,,,,10/11/2025,10/11/2025,,,http://data.europa.eu/eli/reg/2014/806/oj,Regulation,"company in difficulties, euro area, investment company, financial solvency, aid to undertakings, credit institution, Economic and Monetary Union, financial control",,Economic and Monetary Union,"Economic and monetary policy and free movement of capital, Right of establishment and freedom to provide services, Economic policy, Sectoral application, Economic and monetary union, Service activities, Banks",,,"https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E294, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E114",,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",15/07/2014,30/07/2014,"Council of the European Union, European Parliament","2016-01-01, 2014-11-01, 2015-01-01, 2014-08-19",No end date,,,,TRUE,90,"OJ L 225, , p. 1–90
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201400806,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201400806,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201400806,201400806,2014R0806,32014R0806,10
Regulation (EU) No 655/2014 of the European Parliament and of the Council of 15 May 2014 establishing a European Account Preservation Order procedure to facilitate cross-border debt recovery in civil and commercial matters,,32014R0655,,,,,01/05/2025,01/05/2025,,,http://data.europa.eu/eli/reg/2014/655/oj,Regulation,"judicial cooperation in civil matters in the EU, claim, injunction, enforcement of ruling, capital transfer, civil bankruptcy, cross-border cooperation, money-market liquidity",,"Area of freedom, security and justice, Justice and home affairs, Judicial cooperation in civil matters","Area of freedom, security and justice, Judicial cooperation in civil matters",,,"https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E081, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E294",,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",15/05/2014,27/06/2014,"European Parliament, Council of the European Union","2016-07-18, 2017-01-18, 2014-07-17",No end date,,,,TRUE,34,"OJ L 189, , p. 59–92
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201400655,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201400655,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201400655,201400655,2014R0655,32014R0655,10
Regulation (EU) No 600/2014 of the European Parliament and of the Council of 15 May 2014 on markets in financial instruments and amending Regulation (EU) No 648/2012  Text with EEA relevance,,32014R0600,,,,,17/01/2025,17/01/2025,,,http://data.europa.eu/eli/reg/2014/600/oj,Regulation,"financial legislation, market supervision, credit institution, financial control, financial transaction, administrative check, financial instrument, investment company",,"Freedom of establishment, Free movement of capital","Right of establishment and freedom to provide services, Sectoral application, Service activities, Stock exchanges and other securities markets",,,"https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E294",,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",15/05/2014,12/06/2014,"European Parliament, Council of the European Union","2019-01-03, 2014-07-02, 2020-01-03, 2018-01-03",No end date,,,,TRUE,65,"OJ L 173, , p. 84–148
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201400600,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201400600,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201400600,201400600,2014R0600,32014R0600,10
Regulation (EU) No 575/2013 of the European Parliament and of the Council of 26 June 2013 on prudential requirements for credit institutions and investment firms and amending Regulation (EU) No 648/2012  Text with EEA relevance,,32013R0575,,,,,01/01/2026,01/01/2026,,,http://data.europa.eu/eli/reg/2013/575/oj,Regulation,"banking policy, trade information, market supervision, financial legislation, financial control, investment company, private-sector liquidity, credit institution",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,"https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E294",,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",26/06/2013,"2013-12-27, 2013-06-27","Council of the European Union, European Parliament","2013-06-28, 2015-01-01, 2014-12-31, 2016-01-01, 2014-01-01",No end date,,,,TRUE,337,"OJ L 176, , p. 1–337
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201300575,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201300575,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201300575,201300575,2013R0575,32013R0575,10
Regulation (EU) No 345/2013 of the European Parliament and of the Council of 17 April 2013 on European venture capital funds  Text with EEA relevance,,32013R0345,,,,,09/01/2024,09/01/2024,,,http://data.europa.eu/eli/reg/2013/345/oj,Regulation,"venture capital, fund (EU), investment company, aid to undertakings, entrepreneurship, product designation, small and medium-sized enterprises, investment",,"Financial provisions, Joint undertakings","General, financial and institutional matters, Industrial policy and internal market, Financial and budgetary provisions, Internal market: policy relating to undertakings",,,"https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E294",,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",17/04/2013,"2014-12-30, 2013-04-25","Council of the European Union, European Parliament","2013-07-22, 2013-05-15",No end date,,,,TRUE,17,"OJ L 115, , p. 1–17
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201300345,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201300345,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201300345,201300345,2013R0345,32013R0345,10
Regulation (EU) No 346/2013 of the European Parliament and of the Council of 17 April 2013 on European social entrepreneurship funds  Text with EEA relevance,,32013R0346,,,,,09/01/2024,09/01/2024,,,http://data.europa.eu/eli/reg/2013/346/oj,Regulation,"European social policy, aid to undertakings, investment company, investment, economic and social cohesion, social behaviour",,"Financial provisions, Internal market - Principles, Joint undertakings","General, financial and institutional matters, Industrial policy and internal market, Financial and budgetary provisions, Internal market: policy relating to undertakings",,,"https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E294",,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",17/04/2013,"2014-05-29, 2013-04-25","Council of the European Union, European Parliament","2013-05-15, 2013-07-22",No end date,,,,TRUE,21,"OJ L 115, , p. 18–38
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201300346,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201300346,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201300346,201300346,2013R0346,32013R0346,10
Regulation (EU) No 260/2012 of the European Parliament and of the Council of 14 March 2012 establishing technical and business requirements for credit transfers and direct debits in euro and amending Regulation (EC) No 924/2009  Text with EEA relevance,,32012R0260,,,,,08/04/2024,08/04/2024,,,http://data.europa.eu/eli/reg/2012/260/oj,Regulation,"financial services, technical specification, intra-EU payment, electronic money, capital transfer, bank charges, euro",,"Free movement of capital, Internal market - Principles","Right of establishment and freedom to provide services, Economic and monetary policy and free movement of capital, Sectoral application, Free movement of capital, Service activities, Banks",,,"https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E294, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E114",,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",14/03/2012,"2013-06-29, 2012-03-30","Council of the European Union, European Parliament",31/03/2012,"2021-08-18, No end date",,,,TRUE,16,"OJ L 94, , p. 22–37
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201200260,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201200260,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201200260,201200260,2012R0260,32012R0260,10
Regulation (EU) No 236/2012 of the European Parliament and of the Council of 14 March 2012 on short selling and certain aspects of credit default swaps  Text with EEA relevance,,32012R0236,,,,,16/01/2024,16/01/2024,,,http://data.europa.eu/eli/reg/2012/236/oj,Regulation,"public debt, securities, financial institution, financial instrument, capital market, marketing restriction, debt",,Economic policy,"Economic and monetary policy and free movement of capital, Economic policy, Instruments of economic policy",,,"https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E294",,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",14/03/2012,"2014-12-09, 2012-03-24","European Parliament, Council of the European Union","2012-11-01, 2012-03-25",No end date,,,,TRUE,24,"OJ L 86, , p. 1–24
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201200236,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201200236,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201200236,201200236,2012R0236,32012R0236,10
Regulation (EU) No 1092/2010 of the European Parliament and of the Council of 24 November 2010 on European Union macro-prudential oversight of the financial system and establishing a European Systemic Risk Board,,32010R1092,,,,,10/11/2025,10/11/2025,,,http://data.europa.eu/eli/reg/2010/1092/oj,Regulation,"EU office or agency, financial control, drafting of EU law, monetary policy, credit institution, financial market",,Economic policy,"Economic and monetary policy and free movement of capital, Economic policy",,,"https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E294, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E114",,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",24/11/2010,"2013-03-25, 2010-12-15","Council of the European Union, European Parliament",16/12/2010,No end date,,,,TRUE,11,"OJ L 331, , p. 1–11
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201001092,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201001092,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_201001092,201001092,2010R1092,32010R1092,10
Regulation (EC) No 1060/2009 of the European Parliament and of the Council of 16 September 2009 on credit rating agencies (Text with EEA relevance),,32009R1060,,,,,17/01/2025,17/01/2025,,,http://data.europa.eu/eli/reg/2009/1060/oj,Regulation,"credit institution, financial solvency, consumer information, administrative transparency, operation of the Institutions, investment, securities, financial control, exchange of information",,"Internal market - Principles, Approximation of laws, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Stock exchanges and other securities markets",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E095,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",16/09/2009,"2012-12-14, 2009-11-17","European Parliament, Council of the European Union","2011-06-07, 2010-12-07, 2009-12-07",No end date,,,,TRUE,31,"OJ L 302, , p. 1–31
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_200901060,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_200901060,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_200901060,200901060,2009R1060,32009R1060,10
Commission Implementing Regulation (EU) 2024/1872 of 1 July 2024 amending the implementing technical standards laid down in Implementing Regulation (EU) 2016/1799 as regards the mapping tables specifying the correspondence between the credit risk assessments of external credit assessment institutions and the credit quality steps set out in Regulation (EU) No 575/2013 of the European Parliament and of the Council,C/2024/4430,32024R1872,,,,,,,,,http://data.europa.eu/eli/reg_impl/2024/1872/oj,Implementing regulation,"investment company, banking policy, credit institution, technical standard, market supervision, financial control, audit, credit rating, financial legislation, financial risk",,"Internal market - Principles, Freedom of establishment","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",01/07/2024,05/07/2024,"Directorate-General for Financial Stability, Financial Services and Capital Markets Union, European Commission",25/07/2024,No end date,,,,TRUE,,"OJ L, 2024/1872,  , ELI: http://data.europa.eu/eli/reg_impl/2024/1872/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401872,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401872,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401872,202401872,2024R1872,32024R1872,10
Commission Delegated Regulation (EU) 2024/1780 of 13 March 2024 supplementing Regulation (EU) No 575/2013 of the European Parliament and of the Council with regard to regulatory technical standards specifying the conditions under which institutions are allowed to calculate KIRB in relation to the underlying exposures of a securitisation transaction,C/2024/1677,32024R1780,,,,,,,,,http://data.europa.eu/eli/reg_del/2024/1780/oj,Delegated regulation,"market supervision, securities, financial risk, credit, financial legislation, financial supervision, investment company, banking, technical standard, credit institution",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",13/03/2024,25/06/2024,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union",15/07/2024,No end date,,,,TRUE,,"OJ L, 2024/1780,  , ELI: http://data.europa.eu/eli/reg_del/2024/1780/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401780,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401780,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401780,202401780,2024R1780,32024R1780,10
"Regulation (EU) 2024/1623 of the European Parliament and of the Council of 31 May 2024 amending Regulation (EU) No 575/2013 as regards requirements for credit risk, credit valuation adjustment risk, operational risk, market risk and the output floor (Text with EEA relevance)",PE/80/2023/REV/1,32024R1623,,,,,,,,,http://data.europa.eu/eli/reg/2024/1623/oj,Regulation,"financial requirements, financial supervision, banking policy, investment company, financial risk, financial legislation, EU banking union, credit institution, credit policy",,"Freedom of establishment, Internal market - Principles","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks",,,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114,,,,"ALL_ALL, EU_LAW_ALL, LEGISLATION, PUBLISHED_IN_OJ",31/05/2024,19/06/2024,"Council of the European Union, European Parliament","2025-01-01, 2024-07-09",No end date,,,,TRUE,,"OJ L, 2024/1623,  , ELI: http://data.europa.eu/eli/reg/2024/1623/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401623,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401623,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401623,202401623,2024R1623,32024R1623,10
